,Airline,Date of Journey,Source,Destination,Departure Time,Arrival Time,Duration,Total Stops,Price
1515,IndiGo, 10 Apr 22,Kolkata,Goa,09:00,18:15,09 h 15 m,1 stop ,"₹ 4,898"
1516,IndiGo, 10 Apr 22,Kolkata,Goa,07:10,18:15,11 h 05 m,1 stop ,"₹ 4,898"
1517,IndiGo, 10 Apr 22,Kolkata,Goa,15:40,22:55,07 h 15 m,1 stop ,"₹ 4,898"
1518,IndiGo, 10 Apr 22,Kolkata,Goa,09:00,15:25,06 h 25 m,1 stop ,"₹ 5,163"
1519,IndiGo, 10 Apr 22,Kolkata,Goa,04:00,15:25,11 h 25 m,1 stop ,"₹ 5,163"
1520,AirAsia, 10 Apr 22,Kolkata,Goa,04:40,17:25,12 h 45 m,1 stop ,"₹ 5,236"
1521,"IndiGo, AirAsia", 10 Apr 22,Kolkata,Goa,06:25,17:25,11 h,2 stop ,"₹ 5,424"
1522,"IndiGo, AirAsia", 10 Apr 22,Kolkata,Goa,04:55,17:25,12 h 30 m,2 stop ,"₹ 5,424"
1523,IndiGo, 10 Apr 22,Kolkata,Goa,00:05,03:00,02 h 55 m,Non stop,"₹ 5,543"
1524,IndiGo, 10 Apr 22,Kolkata,Goa,11:40,14:35,02 h 55 m,Non stop,"₹ 5,543"
1525,IndiGo, 10 Apr 22,Kolkata,Goa,06:50,13:50,07 h,1 stop ,"₹ 5,595"
1526,IndiGo, 10 Apr 22,Kolkata,Goa,09:15,17:40,08 h 25 m,1 stop ,"₹ 5,595"
1527,IndiGo, 10 Apr 22,Kolkata,Goa,14:05,21:15,07 h 10 m,1 stop ,"₹ 5,595"
1528,IndiGo, 10 Apr 22,Kolkata,Goa,16:15,23:00,06 h 45 m,1 stop ,"₹ 5,595"
1529,IndiGo, 10 Apr 22,Kolkata,Goa,15:55,00:50,08 h 55 m,1 stop ,"₹ 5,595"
1530,IndiGo, 10 Apr 22,Kolkata,Goa,19:55,01:55,06 h,1 stop ,"₹ 5,595"
1531,IndiGo, 10 Apr 22,Kolkata,Goa,18:35,01:55,07 h 20 m,1 stop ,"₹ 5,595"
1532,AirAsia, 14 Mar 22,Kolkata,Goa,04:40,17:25,12 h 45 m,1 stop ,"₹ 4,888"
1533,"Go First, IndiGo", 14 Mar 22,Kolkata,Goa,08:30,23:35,15 h 05 m,1 stop ,"₹ 5,382"
1534,AirAsia, 14 Mar 22,Kolkata,Goa,16:15,22:00,05 h 45 m,1 stop ,"₹ 5,500"
1535,AirAsia, 14 Mar 22,Kolkata,Goa,13:30,22:00,08 h 30 m,1 stop ,"₹ 5,500"
1536,AirAsia, 14 Mar 22,Kolkata,Goa,09:40,22:00,12 h 20 m,1 stop ,"₹ 5,500"
1537,AirAsia, 14 Mar 22,Kolkata,Goa,21:35,07:00,09 h 25 m,1 stop ,"₹ 5,500"
1538,IndiGo, 14 Mar 22,Kolkata,Goa,00:15,03:00,02 h 45 m,Non stop,"₹ 5,964"
1539,"SpiceJet, IndiGo", 14 Mar 22,Kolkata,Goa,12:00,23:35,11 h 35 m,2 stop ,"₹ 6,220"
1540,Go First, 14 Mar 22,Kolkata,Goa,04:55,16:30,11 h 35 m,1 stop ,"₹ 6,403"
1541,SpiceJet, 14 Mar 22,Kolkata,Goa,20:30,07:10,10 h 40 m,1 stop ,"₹ 6,576"
1542,IndiGo, 14 Mar 22,Kolkata,Goa,07:15,14:55,07 h 40 m,1 stop ,"₹ 6,595"
1543,IndiGo, 14 Mar 22,Kolkata,Goa,19:50,02:00,06 h 10 m,1 stop ,"₹ 6,595"
1544,IndiGo, 14 Mar 22,Kolkata,Goa,18:25,02:00,07 h 35 m,1 stop ,"₹ 6,595"
1545,IndiGo, 14 Mar 22,Kolkata,Goa,23:35,07:35,08 h,1 stop ,"₹ 6,595"
1546,Go First, 14 Mar 22,Kolkata,Goa,09:10,17:10,08 h,1 stop ,"₹ 6,734"
1547,"Go First, Air India", 14 Mar 22,Kolkata,Goa,08:30,17:00,08 h 30 m,2 stop ,"₹ 6,795"
1548,"SpiceJet, AirAsia", 14 Mar 22,Kolkata,Goa,12:00,19:35,07 h 35 m,2 stop ,"₹ 6,896"
1549,IndiGo, 14 Mar 22,Kolkata,Goa,19:10,00:55,05 h 45 m,1 stop ,"₹ 6,904"
1550,IndiGo, 14 Mar 22,Kolkata,Goa,07:15,14:05,06 h 50 m,1 stop ,"₹ 7,073"
1551,AirAsia, 3 Mar 22,Pune,New Delhi,23:50,08:55,09 h 05 m,1 stop ,"₹ 4,582"
1552,AirAsia, 3 Mar 22,Pune,New Delhi,19:30,01:20,05 h 50 m,1 stop ,"₹ 6,271"
1553,AirAsia, 3 Mar 22,Pune,New Delhi,19:05,10:05,15 h,2 stop ,"₹ 6,271"
1554,Go First, 3 Mar 22,Pune,New Delhi,01:25,10:10,08 h 45 m,1 stop ,"₹ 6,272"
1555,Go First, 3 Mar 22,Pune,New Delhi,12:10,20:20,08 h 10 m,2 stop ,"₹ 6,272"
1556,Go First, 3 Mar 22,Pune,New Delhi,23:05,10:10,11 h 05 m,1 stop ,"₹ 6,272"
1557,IndiGo, 3 Mar 22,Pune,New Delhi,02:00,04:15,02 h 15 m,Non stop,"₹ 6,273"
1558,IndiGo, 3 Mar 22,Pune,New Delhi,04:55,07:10,02 h 15 m,Non stop,"₹ 6,273"
1559,Vistara, 3 Mar 22,Pune,New Delhi,05:55,08:05,02 h 10 m,Non stop,"₹ 6,273"
1560,Air India, 3 Mar 22,Pune,New Delhi,07:40,09:55,02 h 15 m,Non stop,"₹ 6,273"
1561,IndiGo, 3 Mar 22,Pune,New Delhi,16:15,18:30,02 h 15 m,Non stop,"₹ 6,273"
1562,Vistara, 3 Mar 22,Pune,New Delhi,16:55,19:05,02 h 10 m,Non stop,"₹ 6,273"
1563,Air India, 3 Mar 22,Pune,New Delhi,18:50,21:05,02 h 15 m,Non stop,"₹ 6,273"
1564,Go First, 3 Mar 22,Pune,New Delhi,19:10,21:30,02 h 20 m,Non stop,"₹ 6,273"
1565,Vistara, 3 Mar 22,Pune,New Delhi,20:20,22:30,02 h 10 m,Non stop,"₹ 6,273"
1566,IndiGo, 3 Mar 22,Pune,New Delhi,20:30,22:40,02 h 10 m,Non stop,"₹ 6,273"
1567,Go First, 3 Mar 22,Pune,New Delhi,20:55,22:55,02 h,Non stop,"₹ 6,273"
1568,Go First, 3 Mar 22,Pune,New Delhi,22:30,00:30,02 h,Non stop,"₹ 6,273"
1569,IndiGo, 3 Mar 22,Pune,New Delhi,23:55,02:05,02 h 10 m,Non stop,"₹ 6,273"
1570,IndiGo, 3 Mar 22,Pune,New Delhi,03:30,07:55,04 h 25 m,1 stop ,"₹ 6,273"
1571,IndiGo, 3 Mar 22,Pune,New Delhi,12:00,18:00,06 h,1 stop ,"₹ 6,273"
1572,AirAsia, 3 Mar 22,Pune,New Delhi,01:30,03:35,02 h 05 m,Non stop,"₹ 6,274"
1573,AirAsia, 3 Mar 22,Pune,New Delhi,17:55,20:10,02 h 15 m,Non stop,"₹ 6,274"
1574,Go First, 13 Mar 22,Pune,New Delhi,20:55,22:55,02 h,Non stop,"₹ 3,000"
1575,Go First, 13 Mar 22,Pune,New Delhi,22:30,00:30,02 h,Non stop,"₹ 3,000"
1576,SpiceJet, 13 Mar 22,Pune,New Delhi,21:00,23:10,02 h 10 m,Non stop,"₹ 3,227"
1577,Air India, 13 Mar 22,Pune,New Delhi,21:55,00:10,02 h 15 m,Non stop,"₹ 2,565"
1578,IndiGo, 13 Mar 22,Pune,New Delhi,23:55,02:05,02 h 10 m,Non stop,"₹ 3,228"
1579,AirAsia, 13 Mar 22,Pune,New Delhi,23:50,08:55,09 h 05 m,1 stop ,"₹ 3,574"
1580,IndiGo, 13 Mar 22,Pune,New Delhi,20:30,22:40,02 h 10 m,Non stop,"₹ 3,575"
1581,Vistara, 13 Mar 22,Pune,New Delhi,20:20,22:30,02 h 10 m,Non stop,"₹ 3,995"
1582,AirAsia, 13 Mar 22,Pune,New Delhi,01:30,03:35,02 h 05 m,Non stop,"₹ 4,111"
1583,AirAsia, 13 Mar 22,Pune,New Delhi,17:55,20:10,02 h 15 m,Non stop,"₹ 4,111"
1584,Air India, 13 Mar 22,Pune,New Delhi,18:50,21:05,02 h 15 m,Non stop,"₹ 4,163"
1585,SpiceJet, 13 Mar 22,Pune,New Delhi,06:25,09:00,02 h 35 m,Non stop,"₹ 4,277"
1586,Vistara, 13 Mar 22,Pune,New Delhi,05:55,08:05,02 h 10 m,Non stop,"₹ 4,550"
1587,AirAsia, 13 Mar 22,Pune,New Delhi,19:30,01:20,05 h 50 m,1 stop ,"₹ 4,582"
1588,Air India, 13 Mar 22,Pune,New Delhi,07:40,09:55,02 h 15 m,Non stop,"₹ 4,583"
1589,IndiGo, 13 Mar 22,Pune,New Delhi,02:00,04:15,02 h 15 m,Non stop,"₹ 4,646"
1590,IndiGo, 13 Mar 22,Pune,New Delhi,04:55,07:10,02 h 15 m,Non stop,"₹ 4,646"
1591,Go First, 13 Mar 22,Pune,New Delhi,19:10,21:30,02 h 20 m,Non stop,"₹ 4,954"
1592,AirAsia, 13 Mar 22,Pune,New Delhi,14:55,00:50,09 h 55 m,1 stop ,"₹ 6,271"
1593,, 13 Mar 22,,,,,,,
1594,, 13 Mar 22,,,,,,,
1595,, 13 Mar 22,,,,,,,
1596,, 13 Mar 22,,,,,,,
1597,IndiGo, 28 Mar 22,Pune,Kochi,02:40,04:30,01 h 50 m,Non stop,"₹ 3,438"
1598,IndiGo, 28 Mar 22,Pune,Kochi,01:00,08:25,07 h 25 m,1 stop ,"₹ 3,438"
1599,IndiGo, 28 Mar 22,Pune,Kochi,04:50,10:40,05 h 50 m,1 stop ,"₹ 3,438"
1600,IndiGo, 28 Mar 22,Pune,Kochi,06:20,15:05,08 h 45 m,1 stop ,"₹ 3,438"
1601,AirAsia, 28 Mar 22,Pune,Kochi,19:25,22:20,02 h 55 m,1 stop ,"₹ 3,438"
1602,IndiGo, 28 Mar 22,Pune,Kochi,17:35,22:20,04 h 45 m,1 stop ,"₹ 3,438"
1603,IndiGo, 28 Mar 22,Pune,Kochi,23:50,07:50,08 h,1 stop ,"₹ 3,438"
1604,Go First, 28 Mar 22,Pune,Kochi,19:10,23:15,04 h 05 m,1 stop ,"₹ 4,315"
1605,Go First, 28 Mar 22,Pune,Kochi,17:30,23:15,05 h 45 m,1 stop ,"₹ 4,315"
1606,IndiGo, 28 Mar 22,Pune,Kochi,07:20,13:35,06 h 15 m,1 stop ,"₹ 4,377"
1607,IndiGo, 28 Mar 22,Pune,Kochi,14:05,20:45,06 h 40 m,1 stop ,"₹ 4,377"
1608,Air India, 28 Mar 22,Pune,Kochi,18:50,08:15,13 h 25 m,1 stop ,"₹ 5,894"
1609,IndiGo, 6 Apr 22,Pune,Kochi,02:40,04:30,01 h 50 m,Non stop,"₹ 3,438"
1610,IndiGo, 6 Apr 22,Pune,Kochi,01:00,08:25,07 h 25 m,1 stop ,"₹ 3,438"
1611,IndiGo, 6 Apr 22,Pune,Kochi,04:50,10:40,05 h 50 m,1 stop ,"₹ 3,438"
1612,IndiGo, 6 Apr 22,Pune,Kochi,06:20,15:05,08 h 45 m,1 stop ,"₹ 3,438"
1613,IndiGo, 6 Apr 22,Pune,Kochi,07:20,17:20,10 h,1 stop ,"₹ 3,438"
1614,IndiGo, 6 Apr 22,Pune,Kochi,14:05,20:45,06 h 40 m,1 stop ,"₹ 3,438"
1615,AirAsia, 6 Apr 22,Pune,Kochi,19:25,22:20,02 h 55 m,1 stop ,"₹ 3,438"
1616,IndiGo, 6 Apr 22,Pune,Kochi,23:50,07:50,08 h,1 stop ,"₹ 3,438"
1617,Go First, 6 Apr 22,Pune,Kochi,19:10,23:15,04 h 05 m,1 stop ,"₹ 4,315"
1618,Go First, 6 Apr 22,Pune,Kochi,17:30,23:15,05 h 45 m,1 stop ,"₹ 4,315"
1619,AirAsia, 6 Apr 22,Pune,Kochi,23:50,07:00,07 h 10 m,1 stop ,"₹ 4,338"
1620,IndiGo, 6 Apr 22,Pune,Kochi,07:20,13:35,06 h 15 m,1 stop ,"₹ 4,377"
1621,IndiGo, 6 Apr 22,Pune,Kochi,17:35,22:20,04 h 45 m,1 stop ,"₹ 5,315"
1622,Air India, 6 Apr 22,Pune,Kochi,18:50,08:15,13 h 25 m,1 stop ,"₹ 5,894"
1623,IndiGo, 17 Apr 22,Kozhikode,Bengaluru,18:50,20:05,01 h 15 m,Non stop,"₹ 2,199"
1624,Air India, 17 Apr 22,Kozhikode,Bengaluru,07:10,18:20,11 h 10 m,1 stop ,"₹ 6,337"
1625,Air India, 17 Apr 22,Kozhikode,Bengaluru,10:50,00:05,13 h 15 m,1 stop ,"₹ 8,484"
1626,Air India, 17 Apr 22,Kozhikode,Bengaluru,10:50,00:20,13 h 30 m,2 stop ,"₹ 8,526"
1627,Air India, 17 Apr 22,Kozhikode,Bengaluru,10:50,07:45,20 h 55 m,3 stop ,"₹ 8,816"
1628,Air India, 17 Apr 22,Kozhikode,Bengaluru,10:50,20:15,09 h 25 m,1 stop ,"₹ 8,904"
1629,Air India, 17 Apr 22,Kozhikode,Bengaluru,10:50,22:15,11 h 25 m,2 stop ,"₹ 9,644"
1630,Air India, 17 Apr 22,Kozhikode,Bengaluru,07:10,00:05,16 h 55 m,3 stop ,"₹ 10,077"
1631,Air India, 17 Apr 22,Kozhikode,Bengaluru,07:10,22:30,15 h 20 m,2 stop ,"₹ 10,138"
1632,Air India, 17 Apr 22,Kozhikode,Bengaluru,10:50,07:45,20 h 55 m,2 stop ,"₹ 10,181"
1633,Air India, 17 Apr 22,Kozhikode,Bengaluru,07:10,08:55,25 h 45 m,3 stop ,"₹ 10,497"
1634,Air India, 17 Apr 22,Kozhikode,Bengaluru,07:10,00:05,16 h 55 m,2 stop ,"₹ 10,812"
1635,Air India, 17 Apr 22,Kozhikode,Bengaluru,07:10,08:55,25 h 45 m,2 stop ,"₹ 11,232"
1636,Air India, 17 Apr 22,Kozhikode,Bengaluru,07:10,00:05,16 h 55 m,2 stop ,"₹ 11,757"
1637,IndiGo, 22 Mar 22,Kozhikode,Bengaluru,18:50,20:25,01 h 35 m,Non stop,"₹ 2,199"
1638,IndiGo, 10 Mar 22,Chennai,Kozhikode,10:15,11:55,01 h 40 m,Non stop,"₹ 5,042"
1639,IndiGo, 10 Mar 22,Chennai,Kozhikode,14:30,18:30,04 h,1 stop ,"₹ 7,783"
1640,IndiGo, 10 Mar 22,Chennai,Kozhikode,13:05,18:30,05 h 25 m,1 stop ,"₹ 7,783"
1641,IndiGo, 10 Mar 22,Chennai,Kozhikode,09:00,18:30,09 h 30 m,1 stop ,"₹ 7,783"
1642,IndiGo, 10 Mar 22,Chennai,Kozhikode,22:45,07:25,08 h 40 m,1 stop ,"₹ 7,783"
1643,IndiGo, 10 Mar 22,Chennai,Kozhikode,21:10,07:25,10 h 15 m,1 stop ,"₹ 7,783"
1644,"SpiceJet, IndiGo", 10 Mar 22,Chennai,Kozhikode,08:20,18:30,10 h 10 m,1 stop ,"₹ 9,169"
1645,Air India, 10 Mar 22,Chennai,Kozhikode,11:20,09:30,22 h 10 m,3 stop ,"₹ 16,523"
1646,Air India, 10 Mar 22,Chennai,Kozhikode,11:20,09:30,22 h 10 m,3 stop ,"₹ 16,523"
1647,Air India, 10 Mar 22,Chennai,Kozhikode,17:00,09:30,16 h 30 m,2 stop ,"₹ 19,323"
1648,Air India, 10 Mar 22,Chennai,Kozhikode,08:30,09:30,25 h,3 stop ,"₹ 20,793"
1649,Air India, 10 Mar 22,Chennai,Kozhikode,20:20,09:30,13 h 10 m,2 stop ,"₹ 21,213"
1650,Air India, 10 Mar 22,Chennai,Kozhikode,06:20,09:30,27 h 10 m,3 stop ,"₹ 23,313"
1651,Air India, 10 Mar 22,Chennai,Kozhikode,06:20,09:30,27 h 10 m,3 stop ,"₹ 23,313"
1652,IndiGo, 1 Apr 22,Chennai,Bengaluru,07:40,08:30,50 m,Non stop,"₹ 1,787"
1653,IndiGo, 1 Apr 22,Chennai,Bengaluru,09:00,09:50,50 m,Non stop,"₹ 1,787"
1654,IndiGo, 1 Apr 22,Chennai,Bengaluru,11:10,12:10,01 h,Non stop,"₹ 1,787"
1655,IndiGo, 1 Apr 22,Chennai,Bengaluru,13:15,14:10,55 m,Non stop,"₹ 1,892"
1656,AirAsia, 1 Apr 22,Chennai,Bengaluru,15:50,17:00,01 h 10 m,Non stop,"₹ 2,022"
1657,AirAsia, 1 Apr 22,Chennai,Bengaluru,22:35,23:45,01 h 10 m,Non stop,"₹ 2,022"
1658,AirAsia, 1 Apr 22,Chennai,Bengaluru,23:30,00:45,01 h 15 m,Non stop,"₹ 2,022"
1659,IndiGo, 1 Apr 22,Chennai,Bengaluru,16:20,17:15,55 m,Non stop,"₹ 2,680"
1660,IndiGo, 1 Apr 22,Chennai,Bengaluru,17:55,18:55,01 h,Non stop,"₹ 2,680"
1661,IndiGo, 1 Apr 22,Chennai,Bengaluru,19:00,20:00,01 h,Non stop,"₹ 2,680"
1662,IndiGo, 1 Apr 22,Chennai,Bengaluru,20:55,22:00,01 h 05 m,Non stop,"₹ 2,890"
1663,SpiceJet, 1 Mar 22,Chennai,Bengaluru,08:20,09:40,01 h 20 m,Non stop,"₹ 3,361"
1664,AirAsia, 1 Mar 22,Chennai,Bengaluru,22:35,23:45,01 h 10 m,Non stop,"₹ 3,363"
1665,IndiGo, 1 Mar 22,Chennai,Bengaluru,13:05,14:10,01 h 05 m,Non stop,"₹ 3,677"
1666,AirAsia, 1 Mar 22,Chennai,Bengaluru,16:05,17:00,55 m,Non stop,"₹ 3,783"
1667,IndiGo, 1 Mar 22,Chennai,Bengaluru,14:30,15:40,01 h 10 m,Non stop,"₹ 3,940"
1668,IndiGo, 1 Mar 22,Chennai,Bengaluru,20:50,22:00,01 h 10 m,Non stop,"₹ 4,097"
1669,IndiGo, 1 Mar 22,Chennai,Bengaluru,09:00,10:05,01 h 05 m,Non stop,"₹ 4,675"
